"focal_trial","studyDbId","name","location","year","program","isFocal","nb_genos","prop_geno","best_protocol","best_protocol_id","best_project","best_project_id","vcf_file_name","out_file","downloaded"
10632,"AWY1_DVP_2025","Davenport","WA",2025,"Washington State University",FALSE,42,78.5714285714286,"ThermoFisher AgriSeq 5K","291","WSU_2023_AgriSeq","10657","2025-12-10_17:56:29_filevCTU","/Users/marcos/Documents/GitHub/Predictathon/data/genotypic/AWY1_DVPWA_2024/nonFocal/washington_state_university/trial_10632_prot_291_proj_10657_2025-12-10_17:56:29_filevCTU.vcf.gz",TRUE
10222,"AWY1_HARWA_2024","Harrington","WA",2024,"Washington State University",FALSE,42,90.4761904761905,"ThermoFisher AgriSeq 5K","291","WSU_2023_AgriSeq","10657","2025-12-10_17:56:29_filevCTU","/Users/marcos/Documents/GitHub/Predictathon/data/genotypic/AWY1_DVPWA_2024/nonFocal/washington_state_university/trial_10222_prot_291_proj_10657_2025-12-10_17:56:29_filevCTU.vcf.gz",TRUE
10221,"AWY1_KAHWA_2024","Kahlotus","WA",2024,"Washington State University",FALSE,42,90.4761904761905,"ThermoFisher AgriSeq 5K","291","WSU_2023_AgriSeq","10657","2025-12-10_17:56:29_filevCTU","/Users/marcos/Documents/GitHub/Predictathon/data/genotypic/AWY1_DVPWA_2024/nonFocal/washington_state_university/trial_10221_prot_291_proj_10657_2025-12-10_17:56:29_filevCTU.vcf.gz",TRUE
10225,"AWY1_LNDWA_2024","Lind","WA",2024,"Washington State University",FALSE,42,90.4761904761905,"ThermoFisher AgriSeq 5K","291","WSU_2023_AgriSeq","10657","2025-12-10_17:56:29_filevCTU","/Users/marcos/Documents/GitHub/Predictathon/data/genotypic/AWY1_DVPWA_2024/nonFocal/washington_state_university/trial_10225_prot_291_proj_10657_2025-12-10_17:56:29_filevCTU.vcf.gz",TRUE
10226,"AWY1_PULWA_2024","Pullman","WA",2024,"Washington State University",FALSE,42,90.4761904761905,"ThermoFisher AgriSeq 5K","291","WSU_2023_AgriSeq","10657","2025-12-10_17:56:29_filevCTU","/Users/marcos/Documents/GitHub/Predictathon/data/genotypic/AWY1_DVPWA_2024/nonFocal/washington_state_university/trial_10226_prot_291_proj_10657_2025-12-10_17:56:29_filevCTU.vcf.gz",TRUE
10223,"AWY1_RITWA_2024","Ritzville","WA",2024,"Washington State University",FALSE,42,90.4761904761905,"ThermoFisher AgriSeq 5K","291","WSU_2023_AgriSeq","10657","2025-12-10_17:56:29_filevCTU","/Users/marcos/Documents/GitHub/Predictathon/data/genotypic/AWY1_DVPWA_2024/nonFocal/washington_state_university/trial_10223_prot_291_proj_10657_2025-12-10_17:56:29_filevCTU.vcf.gz",TRUE
10724,"AWY1_SWW_2022_Davenport","Davenport","WA",2022,"Washington State University",FALSE,42,23.8095238095238,"ThermoFisher AgriSeq 5K","291","WSU_2023_AgriSeq","10657","2025-12-10_17:56:29_filevCTU","/Users/marcos/Documents/GitHub/Predictathon/data/genotypic/AWY1_DVPWA_2024/nonFocal/washington_state_university/trial_10724_prot_291_proj_10657_2025-12-10_17:56:29_filevCTU.vcf.gz",TRUE
10851,"AWY1_SWW_2023_Davenport","Davenport","WA",2023,"Washington State University",FALSE,36,52.7777777777778,"ThermoFisher AgriSeq 5K","291","WSU_2023_AgriSeq","10657","2025-12-10_17:56:29_filevCTU","/Users/marcos/Documents/GitHub/Predictathon/data/genotypic/AWY1_DVPWA_2024/nonFocal/washington_state_university/trial_10851_prot_291_proj_10657_2025-12-10_17:56:29_filevCTU.vcf.gz",TRUE
10634,"AWY2_DVP_2025","Davenport","WA",2025,"Washington State University",FALSE,36,77.7777777777778,"ThermoFisher AgriSeq 5K","291","WSU_2023_AgriSeq","10657","2025-12-10_17:56:29_filevCTU","/Users/marcos/Documents/GitHub/Predictathon/data/genotypic/AWY1_DVPWA_2024/nonFocal/washington_state_university/trial_10634_prot_291_proj_10657_2025-12-10_17:56:29_filevCTU.vcf.gz",TRUE
10220,"AWY2_DVPWA_2024","Davenport","WA",2024,"Washington State University",FALSE,36,80.5555555555556,"ThermoFisher AgriSeq 5K","291","WSU_2023_AgriSeq","10657","2025-12-10_17:56:29_filevCTU","/Users/marcos/Documents/GitHub/Predictathon/data/genotypic/AWY1_DVPWA_2024/nonFocal/washington_state_university/trial_10220_prot_291_proj_10657_2025-12-10_17:56:29_filevCTU.vcf.gz",TRUE
